"Scenario","Agents","PropAgents","Cost","CostpAgent","CostpAgentExcluded","CostpAgentAll","QALY","QALYpAgent","QALYpAgentExcluded","QALYpAgentAll","IncrementalCosts","IncrementalQALY","ICERAdj","ICER","INMB"
"S1NoCDAvg",74390201,1,154526560545.88,2077.24348729586,0,2077.24348729586,932904769.137501,12.5406942930226,0,12.5406942930226,0,0,NA,NA,0
"S1a",74388637,1,172583144536.244,2320.02025438702,0,2320.02025438702,933448554.663762,12.5482680192643,0,12.5482680192643,242.776767091163,0.00757372624175545,32055.12839277,32093.755258846,135.909544996568
"S1b",74382676,1,168485407151.611,2265.11623689918,0,2265.11623689918,933041982.882659,12.543807685578,0,12.543807685578,187.872749603323,0.00311339255544674,60343.4183956818,60393.4596087245,-32.2031218310585
"S1c",74386960,1,170903435117.612,2297.49186036924,0,2297.49186036924,933044638.630079,12.5431209802105,0,12.5431209802105,220.248373073383,0.00242668718793126,90760.9246749037,90764.6485297173,-98.914013676811
"S2NoCD",44163779,0.59367737156672,113807771008.194,2576.94820473116,1347.12568817063,2077.24348729586,541685290.588898,12.26537454118,12.9429635617674,12.5406942930226,0,0,NA,NA,0
"S2a",44158975,0.593612793168821,122196863470.348,2767.20334813812,1347.12568817063,2190.10195442057,541838063.307431,12.2701684834721,12.9429635617674,12.5435837961103,112.858467124719,0.00288950308769031,39058.088432406,39686.573557692,31.6166872597532
"S3NoCD",34502364,0.463802537648742,96886423122.4887,2808.10970293191,1445.05547952853,2077.24348729586,387300797.035117,11.2253408791095,13.6784547154659,12.5406942930226,0,0,NA,NA,0
"S3a",34501777,0.463794646824519,102235576527.843,2963.19741814581,1445.05547952853,2149.16158377902,387398024.968263,11.228349918564,13.6784547154659,12.5421092265037,71.9180964831685,0.00141493348115063,50827.8992908448,51540.6054191869,-1.17142242565751
"S3b",34491740,0.463659723140149,105333248427.656,3053.868793736,1445.05547952853,2190.99741537815,387487888.673727,11.2342227058921,13.6784547154659,12.5451627786166,113.753928082297,0.00446848559405133,25456.9306956548,27669.8810751828,109.670351620298
"S3c",34499972,0.4637703828761,103216378170.597,2991.78150552114,1445.05547952853,2162.38120080755,387504454.976396,11.2320223035658,13.6784547154659,12.5438718191185,85.1377135116959,0.00317752609592503,26793.7102454892,27489.9168270151,73.7385912846075
"S3d",34501612,0.463792428790453,104094294790.898,3017.08496376627,1445.05547952853,2174.15085215336,387416977.770956,11.2289529477914,13.6784547154659,12.5423943413096,96.9073648575009,0.00170004828706993,57002.7131550026,57854.7306927939,-11.9049505039584
