"Scenario","Agents","PatientYears","CopdPYs","NCaseDetections","DiagnosedPYs","OverdiagnosedPYs","SABA","LAMA","LAMALABA","ICSLAMALABA","Mild","Moderate","Severe","VerySevere","MildPY","ModeratePY","SeverePY","VerySeverePY","NoCOPD","GOLD1","GOLD2","GOLD3","GOLD4","Cost","CostpAgent","QALY","QALYpAgent","NMB","IncrementalCosts","IncrementalQALY","ICER","IncrementalNMB"
"S3NoCD",172154,2596452.78735856,416267.805614414,799855,76852.8519976863,57928,0.0184663175555707,0.135682012155502,0.151746131492222,0.0848505152457928,97495,17657,29861,2619,0.234212203502255,0.042417404761673,0.0717350695808075,0.0062916227598585,2071385,153396,185269,48874,8728,494403149.693702,2871.86559530247,1934053.85411836,11.2344404086943,558850.154839412,0,0,NA,0
"S3a",172660,2605291.05324027,417975.124944082,794584,109411.999689794,58149,0.0211829044674625,0.142111569094447,0.202419925571435,0.0907405987280129,97401,17791,29901,2514,0.233030613994147,0.0425647339716212,0.071537750013234,0.00601471200071135,2078316,153154,186348,48897,9539,527017591.898348,3052.34328679687,1941269.40602405,11.243307112383,559113.012332353,180.4776914944,0.00886670368871201,20354.5418715369,262.857492941199
"S3b",172336,2597408.50813612,414801.258939302,776924,169415.852493272,58485,0.0271486347115907,0.155884999926056,0.291683023819332,0.09821835965768,93305,17249,29154,2538,0.224939047288797,0.0415837696445469,0.0702842611291739,0.00611859280873443,2073562,151906,185791,48390,8665,542053885.504207,3145.33170959177,1937179.28764906,11.2407116774734,558890.25216408,273.466114289298,0.00627126877914108,43606.1862312258,40.0973246677313
"S3c",172314,2601177.5228161,413310.5842969,785238,140563.814345426,58308,0.0237350606858025,0.152233026717563,0.253031481184533,0.0971151166121421,94971,17967,29976,2568,0.229781195082529,0.0434709409403692,0.0725265723620251,0.00621324519034163,2078632,152348,184613,47450,9041,535046632.138344,3105.06767957534,1939340.51147444,11.2546891806495,559629.391352899,233.202084272864,0.020248771955206,11516.8507398251,779.236513487413
"S3d",172882,2607171.70051684,418585.196075237,790887,126089.762904885,58037,0.0224653844837245,0.147787431325109,0.22882161964461,0.0926252925910123,96041,18109,30257,2592,0.229441941331192,0.0432623995540088,0.0722839705839993,0.00619228779303058,2079272,153348,187559,48917,8624,542727747.314834,3139.29586258161,1943059.5476988,11.2392241395796,558821.911116398,267.430267279138,0.00478373088529693,55904.1203804128,-28.2437230142532
