"Scenario","Agents","PropAgents","Cost","CostpAgent","CostpAgentExcluded","CostpAgentAll","QALY","QALYpAgent","QALYpAgentExcluded","QALYpAgentAll","IncrementalCosts","IncrementalQALY","ICERAdj","ICER","INMB"
"S1NoCDAvg",74388586,1,138822291283.827,1866.17730956503,0,1866.17730956503,829028733.525985,11.144569054263,0,11.144569054263,0,0,NA,NA,0
"S1a",74386318,1,152526962184.78,2050.47065489624,0,2050.47065489624,829711078.011919,11.154081830101,0,11.154081830101,184.29334533121,0.00951277583801158,19373.2458821117,19819.9795016984,291.345446569379
"S1b",74385413,1,148706489800.896,1999.13509656652,0,1999.13509656652,829367943.822646,11.1496046116279,0,11.1496046116279,132.957787001493,0.00503555736485772,26403.787578587,27712.0202056701,118.820081241429
"S1c",74390720,1,149630762735.017,2011.41705222126,0,2011.41705222126,829312432.582254,11.1480629920271,0,11.1480629920271,145.23974265623,0.00349393776411056,41569.069760807,44912.9866634021,29.4571455493569
"S2NoCD",44157029,0.593599520765188,102687192587.025,2325.50049023961,1195.27746112455,1866.17730956503,481821542.857639,10.9115480314049,11.4849258563939,11.144569054263,0,0,NA,NA,0
"S2a",44154576,0.59356654527618,108994087698.382,2468.46640987747,1195.27746112455,1950.99982691963,482147541.414379,10.919537341144,11.4849258563939,11.1493301486582,84.8225173546048,0.00476109439511951,17815.7604775814,17894.6522675052,153.232202401385
"S3NoCD",34491937,0.463672437596811,87288548274.2129,2530.69429745894,1291.68098828586,1866.17730956503,346433081.148818,10.0438859420629,12.0961450265451,11.144569054263,0,0,NA,NA,0
"S3a",34494037,0.46370066773416,91012637189.7398,2638.50349524875,1291.68098828586,1916.20348408395,346595429.487732,10.0479810318442,12.0961450265451,11.1464100145732,50.0261745189171,0.00184096031021141,27173.9560279668,26326.4552295907,42.0218409916852
"S3b",34509196,0.463904448997054,93844195380.3901,2719.39674805493,1291.68098828586,1954.00468114594,346989244.017051,10.0549790849097,12.0961450265451,11.1492390650792,87.8273715809078,0.00467001081617191,18806.6741252007,17010.7293488179,145.673169227783
"S3c",34504471,0.463840931188019,92029481714.0825,2667.17555861333,1291.68098828586,1929.69167063061,346825426.841392,10.0516082927743,12.0961450265451,11.1478052041048,63.5143610655857,0.00323614984173659,19626.5204554009,17673.5383115466,98.2931310213171
"S3d",34501231,0.463797376118965,92355832428.4109,2676.88513573359,1291.68098828586,1934.13503726122,346759010.739109,10.0506272004935,12.0961450265451,11.1474392260178,67.9577276961941,0.00287017175477366,23677.2338042721,21685.9863449855,75.5508600425674
