"Scenario","Agents","PropAgents","Cost","CostpAgent","CostpAgentExcluded","CostpAgentAll","QALY","QALYpAgent","QALYpAgentExcluded","QALYpAgentAll","IncrementalCosts","IncrementalQALY","ICERAdj","ICER","INMB"
"S1NoCDAvg",74388586,1,159925565706.839,2149.86699312767,0,2149.86699312767,932813979.78259,12.5397460812414,0,12.5397460812414,0,0,NA,NA,0
"S1a",74380275,1,181401075128.178,2438.8330794445,0,2438.8330794445,933176477.052734,12.5460207972172,0,12.5460207972172,288.966086316825,0.00627471597578122,46052.4567856392,44083.8691435393,24.7697124722181
"S1b",74383024,1,175747140583.673,2362.73185913594,0,2362.73185913594,933016458.991957,12.5434058581963,0,12.5434058581963,212.864866008269,0.00365977695489583,58163.3440047518,53923.2798154653,-29.8760182633996
"S1c",74393892,1,177409072797.107,2384.72632668697,0,2384.72632668697,933081226.100791,12.5424440235065,0,12.5424440235065,234.859333559296,0.00269794226511877,87051.2822293315,78383.0291268327,-99.9622203032486
"S2NoCD",44156404,0.593591118938596,117605933754.634,2663.39473102553,1399.82062664894,2149.86699312767,541539871.750723,12.2641298360873,12.9423045955422,12.5397460812414,0,0,NA,NA,0
"S2a",44164773,0.593703622757395,127735308298.483,2892.24419422426,1399.82062664894,2285.87790540693,541836400.919553,12.2685200016663,12.9423045955422,12.5422762412,136.010912279254,0.002530159958539,53755.8551664816,52127.7521491541,-9.50291435222607
"S3NoCD",34500334,0.46378531781744,99842281257.7915,2893.95115009007,1506.29023425363,2149.86699312767,387259112.683023,11.2247931478873,13.6770813396277,12.5397460812414,0,0,NA,NA,0
"S3a",34507415,0.463880507151998,106095806862.256,3074.57996671892,1506.29023425363,2233.7892707109,387430323.926254,11.2274513731688,13.6770813396277,12.540745748452,83.9222775832291,0.000999667210574984,83950.2153271178,67950.9061508423,-33.9389170544455
"S3b",34499539,0.463774630694015,110363699543.429,3198.99055878484,1506.29023425363,2291.32170213873,387468229.642479,11.2311132517591,13.6770813396277,12.5427033929871,141.454709011058,0.00295731174566072,47832.1939574397,48264.9359699222,6.41087827191222
"S3c",34496334,0.463731546127251,107627143927.157,3119.95888975209,1506.29023425363,2254.59929480501,387308369.15042,11.227522586905,13.6770813396277,12.5411436718981,104.732301677339,0.00139759065666389,74937.7517501009,82803.7329985258,-34.85276884411
"S3d",34507664,0.463883854439712,108255487965.337,3137.14333040154,1506.29023425363,2262.81665451966,387489230.450196,11.2290774145186,13.6770813396277,12.5414918431645,112.949661391986,0.0017457619231287,64699.3498343473,56764.0161642444,-25.6615652355831
